excessvolumewczero,excessvolumewchange,pricechangeeffectivewchange,pricechangeeffectivewczero,,,,,,
0.1,-0.36,-0.15,0.38,,,,,,
-0.2,-0.14,-31.9,2.35,,,,,,
-0.12,0.14,-0.05,0.3,,,,,,
-0.01,-0.17,-0.07,0.08,,,,,,
-0.09,-0.11,-3.07,-0.6,,,,,,
-0.4,-0.15,-0.02,-0.01,,,,,,
-0.34,-0.57,0.81,0.11,,,,,,
-0.25,0.2,-0.02,0.15,,,,,,
0.44,-0.26,1.25,0.35,,,,,,
-0.08,0.19,-0.01,0.4,,,,,,
0.01,-0.03,2.5,0.75,,,,,,
0.18,0.01,1.2,0.98,,,,,,
-0.18,-0.24,-0.06,3.85,,,,,,
0.08,-0.46,0.08,4.43,,,,,,
0.23,-0.02,-0.75,7.05,,,,,,
0.02,-0.19,-9.94,2.06,,,,,,
-0.08,0.13,-0.37,3.21,,,,,,
-0.17,-0.47,0.14,1.72,,,,,,
0.08,-0.12,-5.07,1.32,,,,,,
-0.22,-0.12,-5.74,1.96,,,,,,
-0.12,-0.2,-0.07,1.54,,,,,,
-0.22,-0.13,-30,1.27,,,,,,
0.33,-0.19,0.37,1.35,,,,,,
0.18,-0.44,0.63,0.4,,,,,,
-0.05,-0.45,-0.27,0.82,,,,,,
0.12,-0.2,0.57,0.34,,,,,,
0.19,0.13,-31.95,3.75,,,,,,
0.25,-0.22,-0.45,3.98,,,,,,
0.24,-0.03,-2.13,-0.2,,,,,,
0.12,0.06,90,1.26,,,,,,
0.36,-0.12,3.37,-8.1,,,,,,
-0.1,-0.25,0.23,0.08,,,,,,
-0.19,-0.34,-1.1,1.74,,,,,,
0.19,0.04,-0.22,4.58,,,,,,
0.07,-0.43,2.3,1.35,,,,,,
0.03,-0.05,-2.65,1.28,,,,,,
-0.03,-0.34,-0.7,4.42,,,,,,
-0.24,-0.21,2.23,1.8,,,,,,
0.09,0.01,-2.18,2.55,,,,,,
0.07,-0.24,3,2.98,,,,,,
-0.01,-0.05,-0.91,2.71,,,,,,
0.18,-0.07,-0.49,2.67,,,,,,
0.08,0.26,4.76,-0.07,,,,,,
0.11,0.85,-111.2,2.31,,,,,,
0.11,-0.04,4.91,2.49,,,,,,
-0.05,0,-1.68,-1.3,,,,,,
0.45,-0.27,0.75,-1.17,,,,,,
0.09,-0.18,0.49,-2.3,,,,,,
0.32,-0.36,1.06,1.44,,,,,,
-0.13,-0.19,-3.51,1.98,,,,,,
0.33,-0.15,650,-2.46,,,,,,
0.12,0.16,-11.16,1.68,,,,,,
0.18,-0.11,-4.72,0.41,,,,,,
-0.03,-0.23,-0.85,0.85,,,,,,
-0.05,-0.29,0.4,-1.26,,,,,,
-0.16,-0.01,-2.46,-1.19,,,,,,
0.03,0.02,-6.01,1.02,,,,,,
-0.39,0.9,0.15,6.97,,,,,,
-0.3,-0.24,-0.25,3.63,,,,,,
-0.18,-0.33,0.63,-2.44,,,,,,
-0.28,0.24,2.24,-391,,,,,,
0.08,-0.11,0.1,-1.47,,,,,,
-0.54,-0.45,0.63,-110.9,,,,,,
-0.41,0.05,0.65,2.79,,,,,,
-0.15,0.24,0.87,-115.8,,,,,,
-0.24,-0.05,2.15,-37.7,,,,,,
-0.21,0.56,-3.05,-138.5,,,,,,
-0.37,0.15,2,-0.03,,,,,,
-0.29,-0.43,-0.03,8.49,,,,,,
-0.45,-0.16,-0.19,156.33,,,,,,
-0.01,-0.34,0.85,-128.6,,,,,,
-0.36,-0.04,-3.15,0.17,,,,,,
0.2,-0.24,-1.8,-1066,,,,,,
-0.19,-0.09,0.18,-0.66,,,,,,
0.58,-0.29,0.94,9.15,,,,,,
0.1,-0.04,4.24,-0.08,,,,,,
-0.15,0.23,-1.59,-0.19,,,,,,
1.56,-0.25,0.57,-0.69,,,,,,
-0.26,0.09,-0.81,-0.05,,,,,,
-0.12,-0.17,3.02,-0.05,,,,,,
-0.03,-0.25,-2.6,0.37,,,,,,
-0.06,-0.14,-1.7,-0.01,,,,,,
0.06,-0.12,-0.85,-0.09,,,,,,
-0.07,-0.21,-0.3,0,,,,,,
0.02,0.24,-2.75,-0.6,,,,,,
0.09,1.05,1.22,0.02,,,,,,
-0.02,-0.22,0.95,-3,,,,,,
-0.25,0.18,0.14,0.04,,,,,,
-0.17,-0.32,1.35,-0.02,,,,,,
-0.11,0.11,-33.27,0.13,,,,,,
-0.13,0.37,-0.4,0.05,,,,,,
0.04,-0.41,-1.65,-0.05,,,,,,
-0.07,0.31,-2.05,0.52,,,,,,
-0.09,-0.35,0.83,0.04,,,,,,
-0.16,0.01,-0.78,-0.08,,,,,,
-0.27,-0.2,-5.72,-0.02,,,,,,
-0.3,-0.19,-0.25,0.22,,,,,,
0.11,-0.33,1.26,-0.18,,,,,,
-0.18,-0.2,0.65,-0.65,,,,,,
-0.19,0.29,-0.01,0.14,,,,,,
-0.08,-0.38,8000,0.14,,,,,,
0.58,0.31,-0.08,-2,,,,,,
-0.13,-0.07,-1.01,-0.9,,,,,,
-0.11,0.35,2.69,0.33,,,,,,
0.02,-0.36,0.04,-0.01,,,,,,
-0.03,-0.15,0.48,-1.05,,,,,,
0.29,0.06,-0.43,-1.65,,,,,,
-0.17,-0.42,2.25,0.06,,,,,,
0.28,-0.19,1.95,-0.06,,,,,,
-0.11,-0.09,-0.43,0.48,,,,,,
-0.14,0.13,25,0.23,,,,,,
-0.15,-0.13,-0.15,-1.18,,,,,,
0.02,0.3,0.05,-1.75,,,,,,
-0.18,-0.13,3.9,-1.95,,,,,,
-0.09,-0.05,1.95,-0.4,,,,,,
-0.01,-0.13,2.53,0.32,,,,,,
-0.1,-0.23,0.82,-0.5,,,,,,
-0.17,-0.37,-0.3,-0.65,,,,,,
-0.12,-0.19,0.33,-0.04,,,,,,
-0.06,-0.2,1.25,-0.54,,,,,,
-0.26,-0.17,-1.59,-0.1,,,,,,
-0.22,0.37,13.5,-0.15,,,,,,
-0.15,0.18,2.06,0.3,,,,,,
0.17,0.44,-2,-0.36,,,,,,
-0.28,-0.29,0.72,0.15,,,,,,
-0.09,-0.06,-29.4,-0.18,,,,,,
-0.04,-0.36,0.3,0.68,,,,,,
-0.12,0.15,-2.1,-0.26,,,,,,
0.02,0.22,0.73,-4.5,,,,,,
0.31,-0.1,-0.5,0.1,,,,,,
0.11,0.96,0.85,0.08,,,,,,
0.43,0.01,-0.33,-0.18,,,,,,
-0.39,-0.33,6.49,0.14,,,,,,
-0.01,-0.15,0.04,-0.26,,,,,,
0.04,0.42,-0.98,-0.4,,,,,,
0.13,-0.1,-9.55,-0.82,,,,,,
0.6,-0.7,-0.02,0.58,,,,,,
-0.25,0.05,36.2,-0.44,,,,,,
0.41,-0.13,-1.49,0.06,,,,,,
0.19,1.26,1.07,-0.06,,,,,,
0.16,-0.4,0.72,-0.32,,,,,,
-0.27,-0.3,3.3,0.02,,,,,,
-0.31,0.02,0.15,0.01,,,,,,
0.18,-0.1,0.04,-0.17,,,,,,
0.25,-0.09,3.74,-13.49,,,,,,
0.63,-0.22,-0.91,-0.95,,,,,,
-0.07,-0.18,-0.54,-0.09,,,,,,
-0.07,-0.33,0.04,0.13,,,,,,
-0.31,-0.22,-2.74,0,,,,,,
0.39,0.16,1.47,-3.15,,,,,,
-0.05,-0.17,3,-0.06,,,,,,
-0.06,-0.09,-0.61,0.16,,,,,,
0.84,-0.2,1.23,0.9,,,,,,
-0.42,-0.32,0.15,-0.6,,,,,,
-0.22,0.07,-3.76,-0.03,,,,,,
0.13,0.08,-0.7,-1.35,,,,,,
-0.09,0.5,-0.01,-0.4,,,,,,
1.34,-0.14,2.21,-13.35,,,,,,
0.25,-0.25,1.85,-0.46,,,,,,
-0.03,-0.11,-37,-0.24,,,,,,
-0.09,-0.21,-0.01,0.26,,,,,,
-0.25,0.16,-32.64,-0.11,,,,,,
-0.02,-0.11,-18,-1.15,,,,,,
1.09,-0.13,-1.34,-0.03,,,,,,
-0.1,0.03,-0.27,-0.37,,,,,,
0.13,0.01,-0.45,3.6,,,,,,
0.16,0.05,-14.14,-1.6,,,,,,
-0.57,-0.19,1.3,-1.8,,,,,,
0.11,0.43,1.9,-0.02,,,,,,
0.01,0.13,7,0.07,,,,,,
0.45,0.17,2.9,0.13,,,,,,
-0.3,0.4,321.98,0.45,,,,,,
-0.17,0.08,-0.88,0.03,,,,,,
0.05,-0.01,-0.68,-660,,,,,,
0.1,-0.15,0.65,660,,,,,,
0.15,-0.33,-3.66,110,,,,,,
0.54,0.01,3.5,1400,,,,,,
-0.17,-0.24,-0.01,260,,,,,,
1.08,-0.32,0.01,-1700,,,,,,
-0.16,0.02,-0.35,-6.7,,,,,,
-0.15,-0.02,0,45.4,,,,,,
-0.32,-0.28,0.23,1.1,,,,,,
-0.32,0.03,0.33,-12.3,,,,,,
0.26,-0.06,-0.03,-5.95,,,,,,
-0.15,0.11,-0.14,0.28,,,,,,
0.19,0.05,2.25,0.2,,,,,,
0.12,-0.16,-0.48,0.01,,,,,,
0.11,0.03,-1.84,0.87,,,,,,
0.84,1.2,4.12,-0.11,,,,,,
0.05,-0.15,0.44,0.02,,,,,,
0.1,0.11,0.61,-0.2,,,,,,
0.76,0,0.47,-0.15,,,,,,
1.47,-0.18,0.1,-0.35,,,,,,
-0.34,-0.03,-0.92,635,,,,,,
0.04,-0.03,-3.45,-70,,,,,,
-0.08,0.03,0.18,-99,,,,,,
0.12,-0.07,-17.01,-35,,,,,,
0.56,0.08,0.74,-325,,,,,,
0.06,-0.07,-0.51,-50,,,,,,
0.29,-0.27,-1.45,-175,,,,,,
-0.19,0.01,2.05,-475,,,,,,
-0.06,0.05,3.11,-25,,,,,,
0.05,-0.42,-2.48,-175,,,,,,
0.02,0.04,-1.13,-10,,,,,,
-0.07,-0.14,0.87,-120,,,,,,
0.15,-0.28,-2.4,-350,,,,,,
0.38,-0.19,0.2,-80,,,,,,
0.25,0.24,-0.64,-75,,,,,,
0.48,0.1,-1.7,-275,,,,,,
0.18,0.56,12.15,-420,,,,,,
0.17,-0.23,-0.06,-15,,,,,,
-0.37,0.08,56,-75,,,,,,
0.07,0.2,11.2,20,,,,,,
0.07,0.31,13.43,-550,,,,,,
-0.07,0.34,0.75,20,,,,,,
0.1,0.14,-3.27,-50,,,,,,
0.18,-0.18,1.15,10,,,,,,
0.04,-0.04,0.9,1825,,,,,,
0.26,0.37,1.25,-3225,,,,,,
-0.12,-0.23,-0.08,44.85,,,,,,
-0.01,0.29,0.09,16.9,,,,,,
0.36,-0.29,1,-8.3,,,,,,
-0.13,-0.18,0.5,-3.15,,,,,,
0.78,-0.31,0.16,39.8,,,,,,
0.04,-0.07,-0.2,153.75,,,,,,
0.25,-0.03,1.9,358.95,,,,,,
0.02,-0.25,1.28,-47.65,,,,,,
0.14,0.13,-0.8,33.55,,,,,,
-0.06,-0.14,-0.08,-14.8,,,,,,
-0.58,0.08,0.18,4.45,,,,,,
0.1,-0.8,-0.01,857.05,,,,,,
0.53,-0.02,-0.5,24.25,,,,,,
-0.36,0.04,16,15.2,,,,,,
-0.19,-0.12,3.04,22.35,,,,,,
0.6,-0.23,-0.87,-4.5,,,,,,
1.08,-0.15,82,78.6,,,,,,
0.37,0.06,-0.45,114.4,,,,,,
-0.09,-0.11,-0.43,26.6,,,,,,
-0.01,-0.04,0.41,-17.05,,,,,,
0.39,-0.3,0.51,-83.75,,,,,,
-0.09,0.28,18,-25.5,,,,,,
0.33,-0.02,21000,7.85,,,,,,
-0.19,0.02,-3.7,-49.6,,,,,,
0.08,-0.2,-0.46,-27.5,,,,,,
0.15,0.3,2.53,-41.3,,,,,,
0.01,0.44,0.8,-387.1,,,,,,
0.01,-0.44,0.06,-33.35,,,,,,
0.14,-0.16,7.7,-35.3,,,,,,
-0.05,-0.2,-2.49,-0.45,,,,,,
-0.02,-0.35,-0.1,9.75,,,,,,
0.54,0.47,-157,131.45,,,,,,
0.1,0.23,2.52,2229.15,,,,,,
-0.22,-0.34,0.65,-23.8,,,,,,
-0.37,0.24,54.6,54.1,,,,,,
0.05,0.15,-38.5,13.1,,,,,,
1.11,-0.05,0.86,152.85,,,,,,
0.05,0.66,-1.46,-181.5,,,,,,
0.1,2.21,-5.83,-44.25,,,,,,
0.49,-0.23,0.59,-24.1,,,,,,
0.58,0.63,1.35,-48.65,,,,,,
0.93,0.28,0.28,8.75,,,,,,
0.24,0.85,-2.12,2.25,,,,,,
-0.29,0.11,0.74,500,,,,,,
-0.27,0.04,0.4,3000,,,,,,
0.2,-0.1,-1.75,-210,,,,,,
0.09,0.03,-6,300,,,,,,
-0.07,0.21,1.34,0,,,,,,
0.2,0.06,1.98,-27500,,,,,,
-0.26,0.09,1.3,4500,,,,,,
0.11,-0.16,0.7,4500,,,,,,
0.48,0.06,0.14,-11400,,,,,,
0.59,0.02,-0.35,150,,,,,,
0.01,-0.33,0.39,900,,,,,,
1.4,-0.15,-0.69,-1500,,,,,,
0.6,-0.17,-0.66,-500,,,,,,
0.65,-0.12,2.15,-10200,,,,,,
0.35,-0.36,0.05,-400,,,,,,
-0.12,-0.35,0.81,1600,,,,,,
-0.16,-0.03,1.61,-400,,,,,,
0.52,-0.18,-53,-2900,,,,,,
0.06,1.34,-50,-850,,,,,,
0.08,-0.56,-0.52,2500,,,,,,
0.3,0.07,-0.39,-2050,,,,,,
0.5,0.22,1.85,-5200,,,,,,
0.49,0.46,1.84,-440,,,,,,
-0.06,-0.34,0.37,1350,,,,,,
0.14,0.62,0.5,-21000,,,,,,
0.14,0.1,0.15,-7000,,,,,,
0.32,1.14,0.45,-3000,,,,,,
-0.19,0.77,1.38,-600,,,,,,
0.21,0.12,0.11,-27500,,,,,,
0.15,-0.39,-2,-9000,,,,,,
-0.11,-0.2,1.28,-10500,,,,,,
0.93,-0.23,0.01,-47500,,,,,,
0.04,-0.25,-0.27,-3700,,,,,,
0.13,-0.18,0.04,-2300,,,,,,
0.39,-0.03,0.4,-100,,,,,,
0.06,0.15,3.64,2300,,,,,,
0.03,-0.34,-0.68,400,,,,,,
0.56,0.18,0.8,-51500,,,,,,
0.1,0.41,-0.04,500,,,,,,
0.38,0.35,1.99,1600,,,,,,
0.2,-0.16,-1.97,-2250,,,,,,
-0.18,-0.32,-0.44,0,,,,,,
0.53,0.34,-0.05,-2150,,,,,,
0.51,0.53,6.14,-7600,,,,,,
-0.22,-0.16,-0.27,-9000,,,,,,
0.21,-0.35,0.85,-3300,,,,,,
-0.16,-0.32,0.21,-1500,,,,,,
-0.04,-0.27,-0.63,-6500,,,,,,
0.09,-0.32,-0.21,-2000,,,,,,
0.1,-0.21,0.5,-17000,,,,,,
-0.01,-0.23,0.99,-16500,,,,,,
0.24,0.04,0.67,-10300,,,,,,
0.67,-0.38,-0.72,-3800,,,,,,
-0.1,-0.23,0.08,-1500,,,,,,
-0.53,-0.15,0.71,-4000,,,,,,
-0.29,-0.23,-1.07,-11000,,,,,,
0.09,0.76,-1.88,-1000,,,,,,
0.19,2.64,1.22,-3000,,,,,,
0.32,-0.11,-0.45,-15500,,,,,,
-0.35,-0.06,0.05,-6500,,,,,,
0.33,-0.04,-0.01,-220,,,,,,
-0.05,-0.08,0.75,-6000,,,,,,
0.24,0.19,2.36,-19500,,,,,,
-0.05,-0.27,0.03,-250,,,,,,
0.47,-0.08,-0.41,-5900,,,,,,
0.44,0.44,0.71,-76000,,,,,,
0.1,0.83,0.32,-48000,,,,,,
-0.08,-0.2,-3.4,-11000,,,,,,
0.02,-0.33,0.61,3000,,,,,,
0.83,-0.19,19,-33500,,,,,,
0.2,0.06,0.32,-12000,,,,,,
0.08,-0.4,0.31,-6100,,,,,,
0.01,-0.09,-0.4,70000,,,,,,
-0.28,-0.08,-0.26,8000,,,,,,
0.34,-0.07,0.08,-1050,,,,,,
0.35,-0.3,-0.5,1000,,,,,,
0.02,-0.21,-0.02,-11500,,,,,,
0.28,0.01,1.25,-17000,,,,,,
0.31,-0.2,0.8,-2250,,,,,,
-0.11,-0.3,-1.15,650,,,,,,
0.1,0.07,0.63,-14500,,,,,,
-0.17,-0.17,-28,-1400,,,,,,
0.28,-0.25,0.6,3000,,,,,,
0.12,-0.09,-2.26,-17500,,,,,,
0.41,-0.02,1.9,850,,,,,,
-0.11,-0.18,-0.02,-6.05,,,,,,
-0.32,-0.12,0.37,1.49,,,,,,
-0.36,0.05,-0.03,0.28,,,,,,
-0.18,0.53,0.58,-0.43,,,,,,
-0.27,0.18,0.44,14.64,,,,,,
-0.31,-0.2,2.15,-7.49,,,,,,
0.1,0.03,0.38,2.81,,,,,,
-0.32,0.08,1.6,1,,,,,,
-0.34,0.33,-0.39,3.62,,,,,,
0.01,-0.07,2.22,3.09,,,,,,
-0.42,0.27,-0.05,2.33,,,,,,
-0.28,-0.3,0.89,27.18,,,,,,
-0.17,0.12,0.07,-1.23,,,,,,
-0.15,-0.07,2.86,1.47,,,,,,
0.37,-0.1,0.53,3.16,,,,,,
-0.28,-0.02,-0.74,0.31,,,,,,
0.19,-0.19,-2.3,0.58,,,,,,
0,-0.41,-0.35,0.16,,,,,,
-0.21,0.51,-38,0.2,,,,,,
-0.23,0.23,0.05,1.34,,,,,,
0.18,0.61,-1.8,0.19,,,,,,
0.35,0.3,-1100,-0.25,,,,,,
0.93,0.07,-1.54,0.02,,,,,,
0.13,0.06,-0.1,0.7,,,,,,
-0.38,0.42,-3.35,0.09,,,,,,
0.04,0.06,1.86,-0.06,,,,,,
-0.07,0.62,22,-0.06,,,,,,
-0.26,0.24,-1,0.02,,,,,,
-0.06,-0.15,-1.5,0.3,,,,,,
0.01,-0.15,-0.4,0.09,,,,,,
-0.43,-0.15,3.83,0.17,,,,,,
-0.16,-0.04,-1.97,0,,,,,,
-0.39,0.24,900,-0.2,,,,,,
-0.08,0.82,-3.89,-0.17,,,,,,
0.17,-0.4,0.8,0.17,,,,,,
0.37,0.25,1.2,-0.35,,,,,,
0.33,-0.24,1.25,0.55,,,,,,
0.26,-0.4,0.46,-1.95,,,,,,
0.09,0.18,-0.01,-0.28,,,,,,
-0.08,-0.09,2.76,-0.11,,,,,,
-0.08,-0.18,-0.35,-110,,,,,,
0.08,0.05,-3.6,5.3,,,,,,
0.37,-0.32,1.72,-0.54,,,,,,
-0.24,-0.3,1.05,1.55,,,,,,
0.02,-0.21,2.14,-1,,,,,,
-0.06,-0.03,-1.96,-2.8,,,,,,
-0.04,-0.23,0.6,3,,,,,,
0.38,-0.19,0.34,-2.1,,,,,,
0.26,0.29,-9.35,5.43,,,,,,
-0.3,-0.34,0.48,0.29,,,,,,
-0.01,-0.05,-0.04,6.35,,,,,,
-0.13,-0.07,-3.86,13.65,,,,,,
-0.02,-0.41,2,4.86,,,,,,
0.19,-0.47,-3.96,8,,,,,,
-0.21,0.05,-0.65,4.38,,,,,,
-0.23,-0.09,-0.21,8.25,,,,,,
-0.29,-0.04,0.16,11.8,,,,,,
-0.1,-0.29,-0.09,5.08,,,,,,
-0.08,-0.11,-0.4,-120.9,,,,,,
-0.27,-0.23,0.4,17.1,,,,,,
-0.25,0.02,0.59,-0.01,,,,,,
-0.19,-0.02,0.65,0.3,,,,,,
-0.11,-0.17,0,0.58,,,,,,
-0.11,0.02,0.1,-0.06,,,,,,
-0.23,-0.24,-0.58,0.2,,,,,,
0.41,-0.17,0.03,-1.8,,,,,,
-0.14,0.08,45,-0.45,,,,,,
-0.07,-0.06,0.96,0.4,,,,,,
0.38,-0.01,0.18,4.77,,,,,,
-0.12,0.04,4.57,1.6,,,,,,
0.13,0.62,0.95,1.6,,,,,,
0.58,-0.24,0.11,-1.5,,,,,,
0.23,-0.19,0.3,0.16,,,,,,
-0.05,-0.29,0.59,3.1,,,,,,
0.46,0.66,0.16,-1.3,,,,,,
0.56,-0.24,0.86,-7,,,,,,
0.58,0.23,0.52,0.43,,,,,,
-0.01,-0.35,2.2,4.74,,,,,,
0.04,-0.2,0.46,12.22,,,,,,
-0.46,-0.11,2.47,0.11,,,,,,
0,-0.01,-0.2,103,,,,,,
-0.26,0.02,6.56,-1.05,,,,,,
-0.08,0.16,-0.55,0.63,,,,,,
-0.07,-0.29,-0.43,503,,,,,,
-0.01,-0.19,0,5.7,,,,,,
0.04,-0.02,1.19,5.95,,,,,,
-0.08,-0.06,0.49,3.48,,,,,,
-0.02,-0.17,-1.05,11.77,,,,,,
0.97,-0.29,-2.21,-1.78,,,,,,
-0.05,-0.76,17.25,3.08,,,,,,
-0.3,-0.18,0.7,0,,,,,,
-0.03,0.39,-0.2,6.5,,,,,,
-0.05,0.17,-0.64,-1.25,,,,,,
-0.41,-0.29,0.01,-0.5,,,,,,
0.52,-0.07,-2.2,2,,,,,,
0.68,-0.13,-0.2,-4.9,,,,,,
-0.25,-0.02,-0.76,11.5,,,,,,
0.28,-0.3,-0.08,-3.75,,,,,,
0.02,-0.17,-0.99,-0.4,,,,,,
-0.19,-0.04,-298,1.75,,,,,,
0.28,-0.29,-0.71,7,,,,,,
-0.31,-0.04,0.92,-6,,,,,,
-0.16,0.38,0.2,-1.25,,,,,,
0,0.24,1.01,-1.75,,,,,,
-0.36,0.44,-72,-0.35,,,,,,
-0.37,-0.09,-1.6,-0.05,,,,,,
-0.32,0.15,0.3,-2.5,,,,,,
-0.33,-0.02,0.08,-1.5,,,,,,
-0.31,0.06,-2.21,-0.4,,,,,,
-0.15,0.66,0.55,-1.5,,,,,,
0.07,1,0.05,4.75,,,,,,
-0.14,0.01,0.33,-1.25,,,,,,
-0.25,-0.08,-1.64,-16,,,,,,
-0.47,-0.16,-7.5,-14,,,,,,
0.22,0.04,1.29,-1.5,,,,,,
-0.19,-0.41,-0.12,-0.8,,,,,,
-0.33,-0.24,-0.66,0.02,,,,,,
-0.18,0.1,1.41,0.05,,,,,,
-0.16,-0.49,0.22,-0.34,,,,,,
0.06,0.54,31.5,-0.58,,,,,,
0.39,0.12,3.23,-0.9,,,,,,
-0.16,-0.03,9.14,0.55,,,,,,
-0.12,-0.14,0.33,-0.66,,,,,,
0.49,0.09,1.11,-0.2,,,,,,
0.06,0.2,3.15,0.06,,,,,,
-0.04,-0.19,-0.46,-1.64,,,,,,
1.91,-0.46,-45.5,0.74,,,,,,
0.16,0.28,0.02,-0.05,,,,,,
0.57,-0.25,0.5,-0.02,,,,,,
0.1,-0.19,1.8,-1.24,,,,,,
0.08,0.19,1010,-0.86,,,,,,
-0.04,0.27,4.89,-0.8,,,,,,
0.1,0.04,-0.49,-0.74,,,,,,
-0.27,-0.38,0.01,-0.22,,,,,,
1.36,-0.21,-6.56,-0.57,,,,,,
-0.25,0.1,0.93,-0.3,,,,,,
-0.33,0.29,-2.7,-0.8,,,,,,
-0.2,-0.35,0.11,-0.07,,,,,,
0.02,-0.48,-27,-0.12,,,,,,
-0.15,-0.27,6,-0.52,,,,,,
-0.49,-0.17,0.97,0.18,,,,,,
-0.19,-0.05,1.54,-0.17,,,,,,
0.67,-0.09,-0.33,-1.55,,,,,,
-0.13,-0.25,4.1,0.15,,,,,,
0.12,-0.27,-1.09,-0.59,,,,,,
-0.05,-0.02,2.15,-5,,,,,,
-0.15,0.12,-4.24,-0.15,,,,,,
-0.09,-0.08,0.17,12.5,,,,,,
-0.07,0.36,0.66,2.7,,,,,,
0.32,-0.05,0.27,-3.2,,,,,,
0.1,0.25,0.34,-0.7,,,,,,
0.39,-0.32,-0.12,3.7,,,,,,
0.03,-0.22,-10.56,0.07,,,,,,
-0.18,-0.1,0.05,0.05,,,,,,
-0.17,-0.12,-0.4,-1.5,,,,,,
-0.17,-0.08,2.26,0.4,,,,,,
-0.19,-0.23,1.41,0.35,,,,,,
-0.03,0.01,-1.15,3,,,,,,
-0.23,-0.21,0.71,-0.15,,,,,,
-0.3,-0.03,0.34,-0.05,,,,,,
0.04,0.64,-0.96,-1.75,,,,,,
-0.13,0.02,0.01,-0.2,,,,,,
0.07,0.3,-0.2,0,,,,,,
-0.19,-0.25,-4.06,3,,,,,,
0.03,-0.73,0.02,-0.7,,,,,,
0.19,0.03,0.71,-0.45,,,,,,
0.17,0.25,-9.09,4.8,,,,,,
0.07,-0.43,0.01,2.1,,,,,,
-0.02,-0.23,15,0.55,,,,,,
-0.23,-0.29,1.21,7,,,,,,
-0.16,-0.07,0.26,1,,,,,,
-0.15,0.69,-2.11,-2.3,,,,,,
0.15,-0.29,0.44,-0.6,,,,,,
0.57,-0.18,3,0.8,,,,,,
-0.36,0.45,-1.89,150,,,,,,
0.23,0.36,-0.6,0.4,,,,,,
0.48,-0.12,0.09,-15.5,,,,,,
0.08,-0.4,1.91,0.55,,,,,,
-0.28,0.06,0.52,-9,,,,,,
-0.13,-0.13,0.75,1.4,,,,,,
-0.04,0.1,-0.09,-0.9,,,,,,
-0.25,-0.75,3.5,2.7,,,,,,
-0.38,0.08,399,6,,,,,,
0.05,-0.07,0.33,0.5,,,,,,
-0.27,-0.25,8.5,0.95,,,,,,
-0.18,-0.1,2.36,4.5,,,,,,
0.38,0.17,-0.43,-4,,,,,,
0.19,0.5,-1,1.5,,,,,,
-0.4,0.04,3.94,1.25,,,,,,
-0.36,-0.05,-0.02,0.3,,,,,,
-0.03,0.03,-0.95,-0.03,,,,,,
0.47,0.49,-2930,-1.9,,,,,,
-0.33,-0.09,1.23,0.2,,,,,,
-0.11,-0.07,-0.21,0.1,,,,,,
-0.24,-0.11,1.86,0.25,,,,,,
-0.35,0.19,0.16,2,,,,,,
-0.11,1.04,-2.65,3,,,,,,
0.07,-0.2,0.78,1.05,,,,,,
-0.15,0.14,-10,-3,,,,,,
0.14,-0.01,-1.05,-3.1,,,,,,
-0.32,-0.31,2000,-0.2,,,,,,
0.05,0.11,-6.7,-1.3,,,,,,
-0.2,0.06,-0.27,0,,,,,,
-0.07,0.13,4300,-0.4,,,,,,
-0.08,-0.08,-200,3359,,,,,,
0.61,-0.28,0.31,500,,,,,,
-0.12,0.25,-3.8,14,,,,,,
-0.38,0.13,50,-878,,,,,,
-0.01,-0.06,-0.2,-673,,,,,,
-0.03,-0.12,-0.19,16,,,,,,
0.01,-0.02,4.62,161,,,,,,
0.09,0.04,-1.29,36,,,,,,
-0.01,-0.48,0.65,329,,,,,,
0.66,0.37,4.32,598,,,,,,
-0.13,-0.22,-0.52,-600,,,,,,
0.19,-0.39,0.28,863,,,,,,
-0.16,0.1,3.96,31,,,,,,
-0.11,0.01,-0.39,354,,,,,,
0.15,0.12,-0.91,163,,,,,,
0.43,0.03,1.2,-325,,,,,,
-0.09,-0.01,-1.05,211,,,,,,
-0.15,0.16,-0.15,70,,,,,,
-0.11,-0.32,-1.26,691,,,,,,
-0.15,0.03,4.35,55,,,,,,
-0.11,0.82,-0.88,222,,,,,,
-0.19,-0.31,0.43,1528,,,,,,
-0.39,-0.02,1.75,-803,,,,,,
0.75,-0.28,0.5,785,,,,,,
0.01,0.14,-2.82,-230,,,,,,
0.27,-0.02,-1.7,615,,,,,,
0.36,-0.24,9,677,,,,,,
0.12,-0.45,-0.79,1050,,,,,,
0,-0.01,-0.26,210,,,,,,
-0.25,0.12,1.75,-0.11,,,,,,
-0.32,-0.27,6.44,0.03,,,,,,
-0.66,-0.55,-125,-0.04,,,,,,
-0.53,-0.07,-1.08,0.05,,,,,,
-0.24,-0.41,0.24,0,,,,,,
-0.44,-0.28,1.75,0.03,,,,,,
-0.44,0.06,0.36,0.01,,,,,,
-0.22,-0.31,-1.17,0.03,,,,,,
-0.23,-0.09,-1.35,0.01,,,,,,
-0.73,0.05,-9.84,0.07,,,,,,
0.25,0,-40,0.85,,,,,,
-0.14,0.45,-2.7,1.08,,,,,,
0.47,-0.3,0.3,3.11,,,,,,
0.18,-0.13,-2.4,2.53,,,,,,
-0.05,-0.27,-0.8,-1,,,,,,
-0.07,0.22,0.07,1.11,,,,,,
