country,marketclass,pro_forma_gics_industry_group_name,weightchange,excessvolume,pricechangeeffective
UNITED KINGDOM,DMSC,Commercial & Professional Services,0,-0.366712149,1
UNITED KINGDOM,DMSC,Materials,0,0.419755409,-6
UNITED KINGDOM,DMSC,Energy,0,-0.032114325,11.25
UNITED KINGDOM,DMSC,Capital Goods,0,0.151787896,-495
UNITED KINGDOM,DMSC,Health Care Equipment & Services,0,-0.387584082,9.3
UNITED KINGDOM,DMSC,Real Estate,0,0.138849361,7.2
UNITED KINGDOM,DMSC,Food Beverage & Tobacco,0,0.462702613,-8.25
UNITED KINGDOM,DMSC,Materials,0,-0.328710206,-3
UNITED KINGDOM,DMSC,Telecommunication Services,0,0.231283881,-9.2
UNITED KINGDOM,DMSC,Consumer Durables & Apparel,0,0.792551645,-7
UNITED KINGDOM,DMSC,Consumer Services,0,0.106473598,3.55
UNITED KINGDOM,DMSC,Real Estate,0,0.412408932,-1.4
UNITED KINGDOM,DMSC,Materials,0,0.257550128,3.5
UNITED KINGDOM,DMSC,Capital Goods,0,-0.190956064,-8.5
HONG KONG,DMSC,Real Estate,0,0.095319727,0.21
HONG KONG,DMSC,Diversified Financials,0,-0.277848066,0.01
HONG KONG,DMSC,Diversified Financials,0,-0.385191408,0.003
HONG KONG,DMSC,Capital Goods,0,-0.125392775,0.004
HONG KONG,DMSC,Banks,0,-0.424239995,0.22
HONG KONG,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0,-0.054792697,-0.02
HONG KONG,DMSC,Banks,0,-0.095207407,0
HONG KONG,DMSC,Consumer Services,0,0.112128408,0.05
HONG KONG,DMSC,Real Estate,0,-0.300820188,-0.05
HONG KONG,DMSC,Diversified Financials,0,-0.313610486,0.024
HONG KONG,DMSC,Materials,0,1.59453131,0.022
HONG KONG,DMSC,Diversified Financials,0,-0.094152505,0.001
HONG KONG,DMSC,Consumer Durables & Apparel,0,-0.226897314,0.01
HONG KONG,DMSC,Telecommunication Services,0,-0.352025604,-0.16
HONG KONG,DMSC,Diversified Financials,0,0.319073682,-0.44
HONG KONG,DMSC,Telecommunication Services,0,2.119431601,-0.08
HONG KONG,DMSC,Capital Goods,0,2.61503297,-4
HONG KONG,DMSC,Transportation,0,-0.270071851,-0.36
HONG KONG,DMSC,Semiconductors & Semiconductor Equipment,0,0.457387423,0.014
HONG KONG,DMSC,Real Estate,0,-0.254611067,-0.03
HONG KONG,DMSC,Retailing,0,0.363236718,1.85
HONG KONG,DMSC,Diversified Financials,0,-0.326119749,0.014
HONG KONG,DMSC,Media,0,0.659103557,0.005
HONG KONG,DMSC,Health Care Equipment & Services,0,-0.268521559,0.4
HONG KONG,DMSC,Media,0,0.572338269,-0.015
HONG KONG,DMSC,Energy,0,-0.453741346,0.07
HONG KONG,DMSC,Consumer Services,0,0.942964893,-0.07
HONG KONG,DMSC,Transportation,0,0.525324621,-5.6
HONG KONG,DMSC,Commercial & Professional Services,0,0.049392475,0.2
HONG KONG,DMSC,Real Estate,0,0.473613767,0
HONG KONG,DMSC,Consumer Durables & Apparel,0,-0.183688392,0.03
HONG KONG,DMSC,Diversified Financials,0,0.028822991,-0.12
HONG KONG,DMSC,Capital Goods,0,0.95872544,0.04
HONG KONG,DMSC,Capital Goods,0,-0.363459979,-0.16
HONG KONG,DMSC,Media,0,-0.280354217,-0.75
HONG KONG,DMSC,Technology Hardware & Equipment,0,0.429203604,0.14
HONG KONG,DMSC,Technology Hardware & Equipment,0,1.828050546,0.18
HONG KONG,DMSC,Technology Hardware & Equipment,0,-0.083503922,-8
IRELAND,DMSC,Consumer Services,0,-0.178790386,-0.16
IRELAND,DMSC,Food Beverage & Tobacco,0,1.045572639,-0.05
IRELAND,DMSC,Real Estate,0,0.401845534,-0.054
IRELAND,DMSC,Real Estate,0,1.029557053,-0.101
IRELAND,DMSC,Food Beverage & Tobacco,0,0.395777477,0.443
IRELAND,DMSC,Banks,0,-0.032410926,-0.07
ISRAEL,DMSC,Real Estate,0,0.023567177,34
ISRAEL,DMSC,Real Estate,0,0.572550182,5900
ISRAEL,DMSC,Real Estate,0,-0.205387677,450
ISRAEL,DMSC,Capital Goods,0,0.003138466,1.95
ISRAEL,DMSC,Telecommunication Services,0,-0.208613501,372
ISRAEL,DMSC,Insurance,0,-0.089268777,149
ISRAEL,DMSC,Retailing,0,0.259615717,-31
ISRAEL,DMSC,Energy,0,-0.318863882,-1800
ISRAEL,DMSC,Transportation,0,0.007599554,-7.8
ISRAEL,DMSC,Capital Goods,0,-0.403407711,1150
ISRAEL,DMSC,Real Estate,0,-0.084803672,327
ISRAEL,DMSC,Materials,0,-0.12439079,730
ISRAEL,DMSC,Technology Hardware & Equipment,0,-0.035151682,1.3
ISRAEL,DMSC,Software & Services,0,0.257118356,-187
ISRAEL,DMSC,Real Estate,0,0.486098255,2040
ISRAEL,DMSC,Insurance,0,-0.272837422,-118
ISRAEL,DMSC,Insurance,0,-0.197171848,-9.4
ISRAEL,DMSC,Energy,0,-0.241776554,-620
ISRAEL,DMSC,Food & Staples Retailing,0,-0.141252218,-330
ISRAEL,DMSC,Capital Goods,0,-0.390680763,-29
ITALY,DMSC,Utilities,0,-0.050228488,0.018
ITALY,DMSC,Utilities,0,0.107320367,-0.74
ITALY,DMSC,Diversified Financials,0,0.099968452,0.275
ITALY,DMSC,Utilities,0,-0.146552991,-0.138
ITALY,DMSC,Consumer Services,0,-0.007429637,0.03
ITALY,DMSC,Diversified Financials,0,-0.174446703,1.29
ITALY,DMSC,Diversified Financials,0,0.190046214,1.53
ITALY,DMSC,Banks,0,0.048721899,0.102
ITALY,DMSC,Banks,0,0.113854874,0.02
ITALY,DMSC,Capital Goods,0,0.003931667,-3.54
ITALY,DMSC,Banks,0,-0.201407818,0.37
ITALY,DMSC,Materials,0,-0.321311267,0.61
ITALY,DMSC,Diversified Financials,0,-0.086292145,0.265
ITALY,DMSC,Banks,0,0.192354533,0.065
ITALY,DMSC,Banks,0,-0.103852008,-0.06
ITALY,DMSC,Capital Goods,0,-0.172976134,0.45
ITALY,DMSC,Capital Goods,0,-0.28212203,-0.42
ITALY,DMSC,Technology Hardware & Equipment,0,0.412755056,-0.21
ITALY,DMSC,Food Beverage & Tobacco,0,-0.102167439,-0.23
ITALY,DMSC,Consumer Durables & Apparel,0,-0.146284889,-1.43
ITALY,DMSC,Diversified Financials,0,0.152089535,0.159
ITALY,DMSC,Health Care Equipment & Services,0,-0.140313008,1.3
ITALY,DMSC,Telecommunication Services,0,-0.277331295,1.35
ITALY,DMSC,Transportation,0,0.49478626,0.128
ITALY,DMSC,Technology Hardware & Equipment,0,-0.009818771,1.025
ITALY,DMSC,Utilities,0,0.158881971,-0.012
ITALY,DMSC,Commercial & Professional Services,0,-0.074637336,-0.1
ITALY,DMSC,Capital Goods,0,-0.111102532,-0.002
ITALY,DMSC,Media,0,-0.241542719,-0.0235
ITALY,DMSC,Consumer Durables & Apparel,0,-0.249340582,0.084
ITALY,DMSC,Real Estate,0,0.010177914,0.026
ITALY,DMSC,Telecommunication Services,0,0.236858912,-0.085
ITALY,DMSC,Capital Goods,0,0.338856653,-0.25
ITALY,DMSC,Media,0,0.74878599,0.0945
ITALY,DMSC,Food Beverage & Tobacco,0,-0.425983208,0.1
ITALY,DMSC,Food & Staples Retailing,0,-0.102864048,0.86
ITALY,DMSC,Consumer Durables & Apparel,0,0.179329518,-0.075
ITALY,DMSC,Automobiles & Components,0,-0.009998922,-0.084
ITALY,DMSC,Media,0,-0.133375136,0.248
ITALY,DMSC,Consumer Durables & Apparel,0,-0.040709283,0.185
ITALY,DMSC,Consumer Durables & Apparel,0,0.179251294,4.53
ITALY,DMSC,Energy,0,0.049678851,-0.09
ITALY,DMSC,Materials,0,-0.346002268,0.255
JAPAN,DMSC,Banks,0,0.000114974,35
JAPAN,DMSC,Materials,0,-0.076546331,-4
JAPAN,DMSC,Materials,0,-0.31849536,25
JAPAN,DMSC,Capital Goods,0,-0.172091742,20
JAPAN,DMSC,Semiconductors & Semiconductor Equipment,0,0.040362746,18
JAPAN,DMSC,Consumer Services,0,-0.190200121,-238
JAPAN,DMSC,Real Estate,0,-0.365346159,1000
JAPAN,DMSC,Technology Hardware & Equipment,0,-0.111750979,-81
JAPAN,DMSC,Capital Goods,0,-0.011958186,85
JAPAN,DMSC,Banks,0,-0.214628745,400
JAPAN,DMSC,Capital Goods,0,0.641534613,40
JAPAN,DMSC,Materials,0,-0.110632977,150
JAPAN,DMSC,Capital Goods,0,-0.065220767,28
JAPAN,DMSC,Diversified Financials,0,0.302677108,12
JAPAN,DMSC,Food & Staples Retailing,0,0.356103101,-630
JAPAN,DMSC,Automobiles & Components,0,0.027561993,50
JAPAN,DMSC,Retailing,0,0.053658184,66
JAPAN,DMSC,Consumer Durables & Apparel,0,-0.090908591,89
JAPAN,DMSC,Technology Hardware & Equipment,0,-0.045125032,-32
JAPAN,DMSC,Media,0,0.305858736,-201
JAPAN,DMSC,Technology Hardware & Equipment,0,0.186779394,12
JAPAN,DMSC,Consumer Services,0,0.782075906,125
JAPAN,DMSC,Food & Staples Retailing,0,-0.183656109,82
JAPAN,DMSC,Real Estate,0,0.038445842,-13
JAPAN,DMSC,Food Beverage & Tobacco,0,0.079361578,-370
JAPAN,DMSC,Health Care Equipment & Services,0,-0.12052697,280
JAPAN,DMSC,Retailing,0,-0.173388998,63
JAPAN,DMSC,Materials,0,0.121174407,155
JAPAN,DMSC,Media,0,-0.269595011,123
JAPAN,DMSC,"Pharmaceuticals, Biotechnology & Life Sciences",0,-0.250785765,27
JAPAN,DMSC,Media,0,0.471158032,80
JAPAN,DMSC,Banks,0,0.102883941,-15
JAPAN,DMSC,Food & Staples Retailing,0,0.509212251,75
JAPAN,DMSC,Technology Hardware & Equipment,0,0.548997326,70
JAPAN,DMSC,Banks,0,0.189138794,375
JAPAN,DMSC,Banks,0,0.132275483,17
JAPAN,DMSC,Banks,0,-0.140002885,235
JAPAN,DMSC,Banks,0,-0.0419576,121
JAPAN,DMSC,Food & Staples Retailing,0,0.115679734,80
JAPAN,DMSC,Retailing,0,0.55303393,-118
JAPAN,DMSC,Commercial & Professional Services,0,0.178694309,-165
JAPAN,DMSC,Retailing,0,-0.073381208,-22
JAPAN,DMSC,Health Care Equipment & Services,0,0.078893008,86
JAPAN,DMSC,Consumer Services,0,-0.055632758,46
JAPAN,DMSC,Capital Goods,0,0.190444458,43
JAPAN,DMSC,Materials,0,-0.216520462,7
JAPAN,DMSC,Technology Hardware & Equipment,0,0.189885355,-27
JAPAN,DMSC,Retailing,0,-0.34641605,86
JAPAN,DMSC,Food & Staples Retailing,0,-0.098750053,118
JAPAN,DMSC,Capital Goods,0,-0.163674112,26
JAPAN,DMSC,Banks,0,0.221793603,69
JAPAN,DMSC,Retailing,0,-0.301731091,125
JAPAN,DMSC,Capital Goods,0,0.199443305,64
JAPAN,DMSC,Capital Goods,0,0.256241673,152
JAPAN,DMSC,Consumer Durables & Apparel,0,-0.075292574,75
JAPAN,DMSC,Retailing,0,0.003570522,102
JAPAN,DMSC,Capital Goods,0,0.308819127,-53
